,X,RefNum,agerange,age,job,marital,education,balance,housing,loan,month,date,duration,deposit,lead,product,qualified,contacted,won,loanvalue,NPS,contacted_and_won,qualified_and_contacted,lead_and_qualified
785,785,10024251,41-60,57,technician,married,unknown,1617,yes,yes,may,5/1/2018,96,172.57,0,no product,0,0,0,6895,7,0,0,1
786,786,10024252,41-60,42,management,divorced,tertiary,221,yes,yes,june,6/1/2018,720,62.19,0,no product,0,0,0,7632,7,0,0,1
787,787,10024253,31-40,32,technician,divorced,secondary,210,yes,no,july,7/1/2018,188,52.94,1,mortgage,1,1,1,9753,8,1,1,1
788,788,10024254,41-60,46,management,married,tertiary,0,no,yes,august,8/1/2018,70,59.545,1,mortgage,1,1,1,2257,8,1,1,1
789,789,10024255,18-30,29,student,single,tertiary,185,yes,no,september,9/1/2018,141,113.53,1,unsecured ,1,1,1,12353,8,1,1,1
790,790,10024256,41-60,59,retired,married,secondary,836,yes,yes,october,10/1/2018,106,144.81,1,unsecured ,1,1,1,2356,8,1,1,1
791,791,10024257,31-40,32,blue-collar,single,secondary,301,yes,no,november,11/1/2018,395,112.33,1,unsecured ,1,1,1,7654,8,1,1,1
792,792,10024258,41-60,44,blue-collar,married,primary,503,yes,yes,december,12/1/2018,629,130.61,1,unsecured ,1,1,1,7854,8,1,1,1
793,793,10024259,31-40,40,retired,married,primary,407,yes,no,january,1/1/2018,502,42.4,1,unsecured ,1,1,1,6895,8,1,1,1
794,794,10024260,31-40,31,blue-collar,single,secondary,53,yes,no,february,2/1/2018,446,100.85,1,unsecured ,1,1,1,7632,8,1,1,1
795,795,10024261,41-60,46,self-employed,married,tertiary,2303,yes,yes,march,3/1/2018,241,166.24,1,unsecured ,1,1,1,9753,8,1,1,1
796,796,10024262,41-60,43,management,married,tertiary,144,yes,yes,april,4/1/2018,131,49.6,1,unsecured ,1,1,1,2257,8,1,1,1
797,797,10024263,31-40,34,services,married,secondary,205,yes,no,may,5/1/2018,312,72.18,1,unsecured ,1,1,1,12353,8,1,1,1
798,798,10024264,31-40,39,management,married,tertiary,305,yes,yes,june,6/1/2018,275,79.87,1,unsecured ,1,1,1,2356,8,1,1,1
799,799,10024265,18-30,30,blue-collar,divorced,secondary,251,yes,no,july,7/1/2018,120,52.68,1,unsecured ,1,1,1,7654,8,1,1,1
800,800,10024266,41-60,56,retired,married,secondary,0,yes,yes,august,8/1/2018,333,57.32,1,unsecured ,1,1,1,7854,8,1,1,1
801,801,10024267,18-30,29,technician,married,secondary,8,no,no,september,9/1/2018,113,9.63,1,unsecured ,1,1,1,8954,8,1,1,1
802,802,10024268,31-40,40,blue-collar,divorced,secondary,139,yes,no,october,10/1/2018,91,46.17,1,unsecured ,1,1,1,3678,8,1,1,1
803,803,10024269,31-40,36,services,married,secondary,184,yes,no,november,11/1/2018,128,60.41,1,mortgage,1,1,1,4853,8,1,1,1
804,804,10024270,31-40,37,blue-collar,single,secondary,238,yes,no,december,12/1/2018,200,52.68,1,mortgage,1,1,1,8675,8,1,1,1
805,805,10024271,31-40,35,admin.,married,secondary,0,no,no,january,1/1/2018,326,49.14,1,mortgage,1,1,1,9764,8,1,1,1
806,806,10024272,31-40,35,blue-collar,married,primary,0,yes,no,february,2/1/2018,292,52.68,1,mortgage,1,1,1,2457,8,1,1,1
807,807,10024273,41-60,47,services,married,primary,222,yes,yes,march,3/1/2018,68,87.52,1,mortgage,1,1,1,3678,8,1,1,1
808,808,10024274,31-40,31,services,married,secondary,414,yes,no,april,4/1/2018,215,87.71,1,mortgage,1,1,1,9765,8,1,1,1
809,809,10024275,41-60,56,retired,single,primary,223,yes,no,may,5/1/2018,97,60.51,1,mortgage,1,1,1,7543,8,1,1,1
810,810,10024276,41-60,57,technician,married,secondary,197,no,yes,june,6/1/2018,32,52.94,1,mortgage,1,1,1,6895,8,1,1,1
811,811,10024277,31-40,36,blue-collar,married,secondary,-251,yes,no,july,7/1/2018,162,52.68,1,mortgage,1,1,1,7632,8,1,1,1
812,812,10024278,41-60,45,self-employed,divorced,secondary,-139,yes,no,august,8/1/2018,152,23.035,1,mortgage,1,1,1,9753,8,1,1,1
813,813,10024279,41-60,47,blue-collar,married,unknown,733,yes,yes,september,9/1/2018,268,52.68,1,mortgage,1,1,1,6895,8,1,1,1
814,814,10024280,18-30,29,technician,single,tertiary,0,yes,no,october,10/1/2018,104,52.94,1,mortgage,1,1,1,7632,8,1,1,1
815,815,10024281,41-60,57,services,married,secondary,1,no,yes,november,11/1/2018,852,2.84,1,mortgage,1,1,1,9753,8,1,1,1
816,816,10024282,41-60,45,blue-collar,married,primary,97,yes,yes,december,12/1/2018,923,59.3,1,mortgage,1,1,1,4853,8,1,1,1
817,817,10024283,31-40,31,blue-collar,single,primary,435,yes,no,january,1/1/2018,159,52.68,1,auto ,1,1,1,8675,8,1,1,1
818,818,10024284,31-40,31,management,divorced,tertiary,0,yes,no,february,2/1/2018,953,59.545,1,auto ,1,1,1,9764,8,1,1,1
819,819,10024285,31-40,37,technician,single,tertiary,147,no,no,march,3/1/2018,416,6.06,1,auto ,1,1,1,2457,8,1,1,1
820,820,10024286,18-30,30,technician,single,tertiary,3,yes,no,april,4/1/2018,174,16.65,1,auto ,1,1,1,3678,8,1,1,1
821,821,10024287,41-60,58,services,divorced,secondary,1109,yes,no,may,5/1/2018,180,193.23,1,auto ,1,1,1,9765,8,1,1,1
822,822,10024288,31-40,33,services,married,secondary,404,yes,no,june,6/1/2018,139,181.73,1,auto ,1,1,1,7543,8,1,1,1
823,823,10024289,31-40,39,blue-collar,married,primary,981,yes,no,july,7/1/2018,294,88.13,1,auto ,1,1,1,6689,5,1,1,1
824,824,10024290,31-40,33,blue-collar,single,primary,95,yes,no,august,8/1/2018,102,48.9,1,auto ,1,1,1,4376,6,1,1,1
825,825,10024291,31-40,34,services,married,secondary,302,yes,no,september,9/1/2018,124,58.46,1,auto ,1,1,1,6895,6,1,1,1
826,826,10024292,31-40,36,services,divorced,secondary,-290,yes,no,october,10/1/2018,128,58.46,1,auto ,1,1,1,7632,6,1,1,1
827,827,10024293,31-40,37,services,single,secondary,259,yes,no,november,11/1/2018,130,106.65,1,auto ,1,1,1,9753,6,1,1,1
828,828,10024294,31-40,35,blue-collar,married,secondary,527,yes,no,december,12/1/2018,143,66.93,1,auto ,1,1,1,2257,6,1,1,1
829,829,10024295,41-60,55,retired,married,secondary,102,yes,yes,january,1/1/2018,74,86.09,1,auto ,1,1,1,6895,6,1,1,1
830,830,10024296,31-40,34,management,single,tertiary,872,yes,no,february,2/1/2018,105,188.7,1,auto ,1,1,1,6895,6,1,1,1
831,831,10024297,31-40,40,management,divorced,tertiary,490,yes,no,march,3/1/2018,477,27.85,1,auto ,1,1,1,7632,6,1,1,1
832,832,10024298,41-60,42,blue-collar,single,primary,19,yes,no,april,4/1/2018,158,5.03,1,mortgage,1,1,1,6895,6,1,1,1
833,833,10024299,31-40,37,blue-collar,married,secondary,16,yes,no,may,5/1/2018,250,22.69,1,mortgage,1,1,1,7632,6,1,1,1
834,834,10024300,41-60,42,management,married,tertiary,386,yes,yes,june,6/1/2018,168,131.67,1,mortgage,1,1,1,9753,6,1,1,1
835,835,10024301,31-40,35,technician,single,secondary,539,yes,no,july,7/1/2018,520,52.94,1,mortgage,1,1,1,8675,6,1,1,1
836,836,10024302,41-60,44,technician,divorced,secondary,-329,yes,no,august,8/1/2018,171,52.94,1,mortgage,1,1,1,9764,6,1,1,1
837,837,10024303,18-30,30,services,single,secondary,-174,yes,no,september,9/1/2018,113,58.46,1,mortgage,1,1,1,2457,6,1,1,1
838,838,10024304,41-60,45,entrepreneur,married,secondary,68,yes,yes,october,10/1/2018,254,43.75,1,mortgage,1,1,1,3678,6,1,1,1
839,839,10024305,31-40,35,blue-collar,single,unknown,-532,yes,no,november,11/1/2018,149,52.68,1,mortgage,1,1,1,9765,6,1,1,1
840,840,10024306,31-40,36,admin.,divorced,secondary,0,yes,no,december,12/1/2018,133,49.14,1,mortgage,1,1,1,6895,6,1,1,1
841,841,10024307,41-60,49,blue-collar,married,secondary,64,yes,yes,january,1/1/2018,293,86.87,1,mortgage,1,1,1,7632,6,1,1,1
842,842,10024308,31-40,31,blue-collar,single,secondary,1415,yes,no,february,2/1/2018,485,131.66,1,mortgage,1,1,1,9753,6,1,1,1
843,843,10024309,31-40,31,technician,single,secondary,147,yes,no,march,3/1/2018,374,29.7,1,mortgage,1,1,1,2257,6,1,1,1
844,844,10024310,31-40,39,blue-collar,married,secondary,72,yes,no,april,4/1/2018,425,52.68,1,mortgage,1,1,1,12353,6,1,1,1
845,845,10024311,31-40,37,services,single,secondary,-196,yes,no,may,5/1/2018,207,58.46,1,mortgage,1,1,1,6895,6,1,1,1
846,846,10024312,31-40,33,blue-collar,married,primary,716,yes,no,june,6/1/2018,83,52.68,1,mortgage,1,1,1,7632,3,1,1,1
847,847,10024313,31-40,37,management,married,tertiary,0,yes,yes,july,7/1/2018,228,59.545,1,mortgage,1,1,1,9753,3,1,1,1
848,848,10024314,41-60,42,services,married,secondary,-246,yes,yes,august,8/1/2018,149,58.46,1,mortgage,1,1,1,2257,3,1,1,1
849,849,10024315,41-60,56,blue-collar,married,secondary,-203,yes,yes,september,9/1/2018,139,52.68,1,mortgage,1,1,1,12353,3,1,1,1
850,850,10024316,31-40,37,admin.,single,secondary,245,yes,no,october,10/1/2018,732,83.56,1,mortgage,1,1,1,2356,3,1,1,1
851,851,10024317,31-40,36,services,single,secondary,342,yes,no,november,11/1/2018,142,9.25,1,mortgage,1,1,1,7654,3,1,1,1
852,852,10024318,18-30,29,technician,single,tertiary,3,yes,no,december,12/1/2018,359,52.94,1,mortgage,1,1,1,7854,3,1,1,1
853,853,10024319,41-60,54,management,married,tertiary,-248,yes,yes,january,1/1/2018,112,59.545,1,mortgage,1,1,1,6895,3,1,1,1
854,854,10024320,31-40,38,blue-collar,married,secondary,376,yes,no,february,2/1/2018,1521,107.67,1,mortgage,1,1,1,7632,3,1,1,1
855,855,10024321,41-60,43,blue-collar,divorced,secondary,370,yes,no,march,3/1/2018,216,135.33,1,unsecured ,1,1,1,9753,3,1,1,1
856,856,10024322,41-60,47,admin.,single,secondary,594,yes,no,april,4/1/2018,161,138.41,1,unsecured ,1,1,1,2257,3,1,1,1
857,857,10024323,41-60,47,blue-collar,married,secondary,387,yes,yes,may,5/1/2018,122,81.9,1,unsecured ,1,1,1,12353,10,1,1,1
858,858,10024324,31-40,38,services,married,secondary,208,yes,no,june,6/1/2018,800,98.79,1,unsecured ,1,1,1,2356,10,1,1,1
859,859,10024325,31-40,40,blue-collar,married,secondary,563,yes,no,july,7/1/2018,615,135.61,1,unsecured ,1,1,1,7654,10,1,1,1
860,860,10024326,31-40,33,services,divorced,secondary,392,yes,no,august,8/1/2018,254,73.42,1,unsecured ,1,1,1,7854,10,1,1,1
861,861,10024327,31-40,33,retired,married,secondary,165,no,no,september,9/1/2018,111,56.96,1,unsecured ,1,1,1,8954,10,1,1,1
862,862,10024328,41-60,53,admin.,divorced,unknown,236,yes,no,october,10/1/2018,354,31.98,1,unsecured ,1,1,1,3678,10,1,1,1
863,863,10024329,31-40,37,services,married,primary,52,yes,no,november,11/1/2018,359,74.04,1,unsecured ,1,1,1,4853,10,1,1,1
864,864,10024330,31-40,40,management,single,tertiary,1265,yes,no,december,12/1/2018,97,270.28,1,unsecured ,1,1,1,8675,10,1,1,1
865,865,10024331,31-40,37,blue-collar,married,primary,693,yes,no,january,1/1/2018,327,82.55,1,unsecured ,1,1,1,9764,10,1,1,1
866,866,10024332,31-40,35,technician,married,secondary,118,yes,no,february,2/1/2018,236,189.68,1,unsecured ,1,1,1,2457,10,1,1,1
867,867,10024333,41-60,49,blue-collar,married,primary,3659,yes,yes,march,3/1/2018,160,85.55,1,unsecured ,1,1,1,3678,10,1,1,1
868,868,10024334,18-30,26,blue-collar,single,secondary,24,yes,no,april,4/1/2018,180,36.69,1,auto ,1,1,1,9765,10,1,1,1
869,869,10024335,31-40,38,management,single,tertiary,673,yes,no,may,5/1/2018,184,123.74,1,auto ,1,1,1,7543,10,1,1,1
870,870,10024336,41-60,52,self-employed,married,secondary,273,no,yes,june,6/1/2018,227,86.25,1,auto ,1,1,1,6895,10,1,1,1
871,871,10024337,31-40,33,services,divorced,secondary,327,yes,no,july,7/1/2018,109,90.26,1,auto ,1,1,1,7632,10,1,1,1
872,872,10024338,31-40,31,admin.,single,secondary,299,yes,no,august,8/1/2018,492,49.14,1,auto ,1,1,1,9753,10,1,1,1
873,873,10024339,31-40,32,blue-collar,married,secondary,0,yes,no,september,9/1/2018,298,52.68,1,auto ,1,1,1,6895,10,1,1,1
874,874,10024340,31-40,35,blue-collar,single,primary,109,yes,no,october,10/1/2018,83,70.81,1,auto ,1,1,1,7632,10,1,1,1
875,875,10024341,41-60,55,management,divorced,tertiary,552,no,yes,november,11/1/2018,241,147.51,1,auto ,1,1,1,9753,10,1,1,1
876,876,10024342,31-40,32,blue-collar,divorced,primary,473,yes,no,december,12/1/2018,204,127.74,1,auto ,1,1,1,2362,10,1,1,1
877,877,10024343,31-40,37,unknown,single,unknown,414,yes,no,january,1/1/2018,131,72.89,1,auto ,1,1,1,2353,10,1,1,1
878,878,10024344,41-60,45,blue-collar,married,secondary,154,yes,yes,february,2/1/2018,1138,66.44,1,auto ,1,1,1,3421,10,1,1,1
879,879,10024345,31-40,31,technician,married,secondary,344,yes,no,march,3/1/2018,123,15.14,1,auto ,1,1,1,2342,10,1,1,1
880,880,10024346,31-40,38,admin.,married,secondary,8,yes,no,april,4/1/2018,125,7.21,1,auto ,1,1,1,2558,10,1,1,1
881,881,10024347,31-40,37,services,married,secondary,78,yes,no,may,5/1/2018,295,41.58,1,auto ,1,1,1,2298,10,1,1,1
882,882,10024348,31-40,38,blue-collar,married,secondary,266,yes,no,june,6/1/2018,287,46.61,1,auto ,1,1,1,3237,10,1,1,1
883,883,10024349,31-40,33,housemaid,married,tertiary,98,yes,yes,july,7/1/2018,109,26.04,1,auto ,1,1,1,2558,10,1,1,1
884,884,10024350,31-40,38,blue-collar,married,primary,83,yes,no,august,8/1/2018,140,17.64,1,auto ,1,1,1,2298,10,1,1,1
885,885,10024351,31-40,37,management,single,tertiary,45,yes,no,september,9/1/2018,204,5.48,1,auto ,1,1,1,3397,10,1,1,1
886,886,10024352,18-30,29,unemployed,married,tertiary,8,yes,yes,october,10/1/2018,233,13.24,1,mortgage,1,1,1,2106,10,1,1,1
887,887,10024353,41-60,42,management,married,tertiary,263,yes,yes,november,11/1/2018,254,81.89,1,mortgage,1,1,1,4853,10,1,1,1
888,888,10024354,31-40,40,blue-collar,married,secondary,306,yes,no,december,12/1/2018,184,77.08,1,mortgage,1,1,1,8675,10,1,1,1
889,889,10024355,31-40,32,management,married,tertiary,233,yes,yes,january,1/1/2018,193,93.16,1,mortgage,1,1,1,9764,10,1,1,1
890,890,10024356,41-60,47,management,divorced,tertiary,447,no,yes,february,2/1/2018,126,180.23,1,mortgage,1,1,1,2457,10,1,1,1
891,891,10024357,18-30,29,student,single,secondary,872,yes,no,march,3/1/2018,230,39.79,1,mortgage,1,1,1,3678,10,1,1,1
892,892,10024358,41-60,53,services,divorced,primary,-291,yes,no,april,4/1/2018,591,58.46,1,mortgage,1,1,1,9765,10,1,1,1
893,893,10024359,31-40,31,services,married,tertiary,309,yes,yes,may,5/1/2018,294,72.12,1,mortgage,1,1,1,7543,10,1,1,1
894,894,10024360,41-60,59,blue-collar,married,secondary,202,yes,yes,june,6/1/2018,173,30.7,1,mortgage,1,1,1,6689,10,1,1,1
895,895,10024361,18-30,29,entrepreneur,married,primary,56,yes,no,july,7/1/2018,336,32.69,1,mortgage,1,1,1,4376,10,1,1,1
896,896,10024362,41-60,59,blue-collar,married,primary,229,yes,yes,august,8/1/2018,19,52.24,1,mortgage,1,1,1,6895,10,1,1,1
897,897,10024363,41-60,44,blue-collar,married,primary,143,yes,yes,september,9/1/2018,153,34.52,1,mortgage,1,1,1,7632,10,1,1,1
898,898,10024364,31-40,38,admin.,single,secondary,100,yes,no,october,10/1/2018,786,52.12,1,mortgage,1,1,1,9753,10,1,1,1
899,899,10024365,41-60,49,admin.,married,secondary,326,yes,yes,november,11/1/2018,99,67.36,1,mortgage,1,1,1,2257,10,1,1,1
900,900,10024366,41-60,43,blue-collar,married,secondary,167,yes,yes,december,12/1/2018,243,87.09,1,mortgage,1,1,1,6895,10,1,1,1
901,901,10024367,41-60,52,admin.,single,secondary,545,yes,no,january,1/1/2018,260,308.83,1,unsecured ,1,1,1,6895,10,1,1,1
902,902,10024368,31-40,40,admin.,married,secondary,2100,yes,no,february,2/1/2018,164,49.14,1,unsecured ,1,1,1,7632,10,1,1,1
903,903,10024369,31-40,32,services,married,secondary,0,yes,no,march,3/1/2018,255,58.46,1,unsecured ,1,1,1,6895,9,1,1,1
904,904,10024370,41-60,47,admin.,married,primary,192,yes,yes,april,4/1/2018,47,84.1,1,unsecured ,1,1,1,7632,9,1,1,1
905,905,10024371,31-40,33,management,married,tertiary,442,yes,yes,may,5/1/2018,463,99.17,1,unsecured ,1,1,1,9753,9,1,1,1
906,906,10024372,31-40,35,management,married,tertiary,267,yes,yes,june,6/1/2018,192,59.545,1,unsecured ,1,1,1,8675,9,1,1,1
907,907,10024373,18-30,27,services,single,secondary,0,yes,no,july,7/1/2018,388,58.46,1,unsecured ,1,1,1,9764,9,1,1,1
908,908,10024374,41-60,50,blue-collar,married,primary,377,yes,yes,august,8/1/2018,221,388.683437366575,1,unsecured ,1,1,1,2457,9,1,1,1
909,909,10024375,41-60,44,retired,married,secondary,7624,no,yes,september,9/1/2018,126,204.77,1,unsecured ,1,1,1,3678,9,1,1,1
910,910,10024376,41-60,43,self-employed,married,primary,66,yes,yes,october,10/1/2018,175,14.27,1,unsecured ,1,1,1,9765,9,1,1,1
911,911,10024377,41-60,51,blue-collar,married,unknown,37,yes,yes,november,11/1/2018,256,14.05,1,unsecured ,1,1,1,6895,9,1,1,1
912,912,10024378,31-40,32,admin.,single,secondary,64,yes,no,december,12/1/2018,202,13.47,1,business,1,1,1,7632,9,1,1,1
913,913,10024379,41-60,47,management,divorced,tertiary,34,yes,yes,january,1/1/2018,104,42.15,1,mortgage,1,1,1,9753,9,1,1,1
914,914,10024380,31-40,34,admin.,divorced,secondary,627,yes,no,february,2/1/2018,283,230.06,1,mortgage,1,1,1,2257,9,1,1,1
915,915,10024381,41-60,57,self-employed,married,primary,1013,yes,yes,march,3/1/2018,448,108.71,1,mortgage,1,1,1,12353,9,1,1,1
916,916,10024382,41-60,43,admin.,single,secondary,140,yes,no,april,4/1/2018,127,320.83,1,mortgage,1,1,1,6895,9,1,1,1
917,917,10024383,31-40,40,services,single,tertiary,8823,yes,no,may,5/1/2018,378,267.06,1,mortgage,1,1,1,7632,9,1,1,1
918,918,10024384,18-30,28,blue-collar,single,secondary,97,yes,no,june,6/1/2018,67,6.36,1,mortgage,1,1,1,9753,9,1,1,1
919,919,10024385,31-40,38,blue-collar,married,unknown,5,yes,no,july,7/1/2018,221,5.55,1,mortgage,1,1,1,2257,9,1,1,1
920,920,10024386,31-40,37,unemployed,divorced,secondary,74,yes,no,august,8/1/2018,150,388.683437366575,1,mortgage,0,-1,0,12353,7,0,0,0
921,921,10024387,41-60,44,admin.,married,secondary,58544,yes,yes,september,9/1/2018,144,388.683437366575,1,auto ,0,-1,0,2356,7,0,0,0
922,922,10024388,41-60,41,technician,married,secondary,169,yes,yes,october,10/1/2018,296,79.08,1,auto ,0,-1,0,7654,7,0,0,0
923,923,10024389,31-40,37,self-employed,married,tertiary,444,yes,yes,november,11/1/2018,401,141.61,1,auto ,0,-1,0,7854,7,0,0,0
924,924,10024390,18-30,30,services,single,tertiary,542,yes,no,december,12/1/2018,435,58.46,1,auto ,0,-1,0,6895,7,0,0,0
925,925,10024391,31-40,32,blue-collar,married,secondary,-205,yes,no,january,1/1/2018,388,52.68,1,auto ,0,-1,0,7632,7,0,0,0
926,926,10024392,18-30,30,management,single,tertiary,112,yes,no,february,2/1/2018,245,19.08,1,auto ,0,-1,0,9753,7,0,0,0
927,927,10024393,31-40,35,services,married,secondary,39,no,no,march,3/1/2018,143,64.2,1,auto ,0,-1,0,2257,7,0,0,0
928,928,10024394,41-60,55,blue-collar,married,secondary,1268,yes,yes,april,4/1/2018,223,52.68,1,auto ,0,-1,0,12353,7,0,0,0
929,929,10024395,41-60,52,blue-collar,married,secondary,-98,yes,yes,may,5/1/2018,423,52.68,1,business,1,-1,0,2356,7,0,-1,1
930,930,10024396,31-40,33,admin.,married,secondary,44,yes,no,june,6/1/2018,231,49.14,1,auto ,1,-1,0,7654,7,0,-1,1
931,931,10024397,41-60,55,retired,married,primary,-90,yes,yes,july,7/1/2018,634,57.32,1,auto ,1,-1,0,7854,7,0,-1,1
932,932,10024398,31-40,33,blue-collar,married,secondary,0,no,no,august,8/1/2018,107,52.68,1,auto ,1,-1,0,8954,7,0,-1,1
933,933,10024399,31-40,40,blue-collar,married,secondary,-94,yes,no,september,9/1/2018,227,52.68,0,no product,0,0,0,3678,7,0,0,1
934,934,10024400,31-40,39,blue-collar,married,secondary,-345,yes,no,october,10/1/2018,69,52.68,0,no product,0,0,0,4853,7,0,0,1
935,935,10024401,41-60,54,blue-collar,married,secondary,-932,yes,yes,november,11/1/2018,799,52.68,0,no product,0,0,0,8675,7,0,0,1
936,936,10024402,31-40,39,blue-collar,married,primary,20,yes,no,december,12/1/2018,109,12.25,0,no product,0,0,0,9764,7,0,0,1
937,937,10024403,41-60,49,blue-collar,married,secondary,90,yes,yes,january,1/1/2018,127,15.25,0,no product,0,0,0,2457,7,0,0,1
938,938,10024404,41-60,52,admin.,married,secondary,31,yes,yes,february,2/1/2018,120,18.61,0,no product,0,0,0,3678,7,0,0,1
939,939,10024405,18-30,27,management,single,tertiary,134,yes,no,march,3/1/2018,68,59.545,0,no product,0,0,0,9765,7,0,0,1
940,940,10024406,18-30,26,services,married,secondary,0,yes,no,april,4/1/2018,180,58.46,0,no product,0,0,0,7543,7,0,0,1
941,941,10024407,31-40,40,blue-collar,married,secondary,61,yes,no,may,5/1/2018,112,52.68,0,no product,0,0,0,6895,7,0,0,1
942,942,10024408,41-60,47,blue-collar,married,secondary,-5,yes,yes,june,6/1/2018,444,52.68,0,no product,0,0,0,7632,7,0,0,1
943,943,10024409,31-40,31,services,single,secondary,-45,no,no,july,7/1/2018,246,58.46,0,no product,0,0,0,9753,7,0,0,1
944,944,10024410,41-60,53,blue-collar,single,secondary,156,yes,no,august,8/1/2018,259,85.63,0,no product,0,0,0,6895,7,0,0,1
945,945,10024411,31-40,31,services,married,secondary,564,yes,no,september,9/1/2018,223,58.46,1,business,0,-1,0,7632,7,0,0,0
946,946,10024412,31-40,33,admin.,married,secondary,-6,yes,no,october,10/1/2018,566,49.14,1,business,0,-1,0,9753,7,0,0,0
947,947,10024413,31-40,35,services,married,secondary,528,no,no,november,11/1/2018,274,255.27,1,business,0,-1,0,2298,7,0,0,0
948,948,10024414,41-60,46,entrepreneur,married,unknown,1481,yes,yes,december,12/1/2018,49,388.683437366575,1,unsecured ,0,-1,0,3397,7,0,0,0
949,949,10024415,31-40,31,management,married,secondary,2019,no,no,january,1/1/2018,380,388.683437366575,1,unsecured ,0,-1,0,2143,7,0,0,0
950,950,10024416,31-40,35,technician,single,secondary,1855,yes,no,february,2/1/2018,138,150.74,1,unsecured ,0,-1,0,2298,7,0,0,0
951,951,10024417,18-30,29,management,married,secondary,147,yes,no,march,3/1/2018,376,51.91,0,no product,0,0,0,2106,7,0,0,1
952,952,10024418,41-60,51,technician,married,secondary,220,yes,yes,april,4/1/2018,421,60.25,0,no product,0,0,0,3397,7,0,0,1
953,953,10024419,31-40,33,blue-collar,married,primary,198,yes,no,may,5/1/2018,121,43.56,0,no product,0,0,0,6530,7,0,0,1
954,954,10024420,31-40,37,management,married,tertiary,115,no,yes,june,6/1/2018,36,28.87,0,no product,0,0,0,6530,7,0,0,1
955,955,10024421,41-60,43,admin.,single,unknown,87,yes,no,july,7/1/2018,328,68.33,0,no product,0,0,0,6530,7,0,0,1
956,956,10024422,41-60,42,technician,married,tertiary,644,yes,yes,august,8/1/2018,19,109.89,0,no product,0,0,0,6530,7,0,0,1
957,957,10024423,18-30,28,blue-collar,married,secondary,225,yes,no,september,9/1/2018,866,97.02,0,no product,0,0,0,6530,7,0,0,1
958,958,10024424,41-60,57,retired,married,secondary,502,yes,yes,october,10/1/2018,229,57.32,0,no product,0,0,0,6530,7,0,0,1
959,959,10024425,31-40,38,services,married,secondary,-32,yes,no,november,11/1/2018,154,58.46,0,no product,0,0,0,6530,7,0,0,1
960,960,10024426,31-40,39,blue-collar,married,primary,106,yes,no,december,12/1/2018,56,51.56,0,no product,0,0,0,6530,7,0,0,1
961,961,10024427,31-40,36,technician,married,tertiary,301,yes,yes,january,1/1/2018,1581,150.75,1,auto ,1,-1,0,6530,7,0,-1,1
962,962,10024428,41-60,57,retired,married,tertiary,906,yes,yes,february,2/1/2018,117,118.82,1,auto ,1,-1,0,2586,7,0,-1,1
963,963,10024429,41-60,44,management,married,unknown,187,yes,yes,march,3/1/2018,185,115.23,1,auto ,1,-1,0,6530,7,0,-1,1
964,964,10024430,41-60,48,services,divorced,secondary,852,yes,no,april,4/1/2018,202,100.76,1,mortgage,1,-1,0,2476,7,0,-1,1
965,965,10024431,41-60,46,blue-collar,married,primary,143,yes,yes,may,5/1/2018,279,29.09,1,mortgage,1,-1,0,4384,7,0,-1,1
966,966,10024432,41-60,43,admin.,married,secondary,71,no,yes,june,6/1/2018,180,94.08,1,mortgage,1,-1,0,4080,7,0,-1,1
967,967,10024433,41-60,49,services,married,secondary,1496,yes,yes,july,7/1/2018,218,296.04,1,mortgage,1,-1,0,2127,7,0,-1,1
968,968,10024434,18-30,29,services,single,secondary,703,yes,no,august,8/1/2018,129,207.08,1,mortgage,1,-1,0,5699,7,0,-1,1
969,969,10024435,41-60,53,blue-collar,married,secondary,732,yes,yes,september,9/1/2018,530,35.79,1,mortgage,1,-1,0,3237,7,0,-1,1
970,970,10024436,18-30,30,services,single,secondary,21,yes,no,october,10/1/2018,104,21.98,1,auto ,1,-1,0,2558,7,0,-1,1
971,971,10024437,41-60,41,management,divorced,secondary,276,yes,no,november,11/1/2018,60,59.545,1,auto ,1,-1,0,2298,7,0,-1,1
972,972,10024438,31-40,33,technician,married,secondary,0,yes,no,december,12/1/2018,432,52.94,1,auto ,1,-1,0,3397,7,0,-1,1
973,973,10024439,41-60,47,blue-collar,married,primary,550,yes,yes,january,1/1/2018,113,110.83,1,auto ,1,-1,0,2106,7,0,-1,1
974,974,10024440,41-60,58,retired,married,secondary,268,yes,yes,february,2/1/2018,516,57.32,1,auto ,1,-1,0,2586,7,0,-1,1
975,975,10024441,31-40,31,unemployed,married,secondary,-825,yes,no,march,3/1/2018,179,25.25,1,auto ,1,-1,0,6530,7,0,-1,1
976,976,10024442,31-40,38,admin.,single,secondary,137,yes,no,april,4/1/2018,125,21.9,1,auto ,1,-1,0,2476,7,0,-1,1
977,977,10024443,41-60,60,retired,married,secondary,42,yes,yes,may,5/1/2018,386,13.75,1,auto ,1,-1,0,4384,7,0,-1,1
978,978,10024444,31-40,33,management,single,tertiary,54,no,no,june,6/1/2018,262,87.87,1,unsecured ,1,-1,0,4080,7,0,-1,1
979,979,10024445,31-40,33,unemployed,single,tertiary,1716,yes,no,july,7/1/2018,396,196.49,1,unsecured ,1,-1,0,2127,7,0,-1,1
980,980,10024446,41-60,52,admin.,married,primary,270,yes,yes,august,8/1/2018,294,134.42,1,unsecured ,1,-1,0,5699,7,0,-1,1
