"","RefNum","agerange","age","job","marital","education","balance","housing","loan","month","date","duration","deposit","lead","product","qualified","contacted","won","loanvalue","NPS"
"824",10024290,"31-40",33,"blue-collar","single","primary",95,"yes","no","august",2018-08-01,102,48.9,1,"auto ",1,1,1,4376,6
"825",10024291,"31-40",34,"services","married","secondary",302,"yes","no","september",2018-09-01,124,58.46,1,"auto ",1,1,1,6895,6
"826",10024292,"31-40",36,"services","divorced","secondary",-290,"yes","no","october",2018-10-01,128,58.46,1,"auto ",1,1,1,7632,6
"827",10024293,"31-40",37,"services","single","secondary",259,"yes","no","november",2018-11-01,130,106.65,1,"auto ",1,1,1,9753,6
"828",10024294,"31-40",35,"blue-collar","married","secondary",527,"yes","no","december",2018-12-01,143,66.93,1,"auto ",1,1,1,2257,6
"829",10024295,"41-60",55,"retired","married","secondary",102,"yes","yes","january",2018-01-01,74,86.09,1,"auto ",1,1,1,6895,6
"830",10024296,"31-40",34,"management","single","tertiary",872,"yes","no","february",2018-02-01,105,188.7,1,"auto ",1,1,1,6895,6
"831",10024297,"31-40",40,"management","divorced","tertiary",490,"yes","no","march",2018-03-01,477,27.85,1,"auto ",1,1,1,7632,6
"832",10024298,"41-60",42,"blue-collar","single","primary",19,"yes","no","april",2018-04-01,158,5.03,1,"mortgage",1,1,1,6895,6
"833",10024299,"31-40",37,"blue-collar","married","secondary",16,"yes","no","may",2018-05-01,250,22.69,1,"mortgage",1,1,1,7632,6
"834",10024300,"41-60",42,"management","married","tertiary",386,"yes","yes","june",2018-06-01,168,131.67,1,"mortgage",1,1,1,9753,6
"835",10024301,"31-40",35,"technician","single","secondary",539,"yes","no","july",2018-07-01,520,52.94,1,"mortgage",1,1,1,8675,6
"836",10024302,"41-60",44,"technician","divorced","secondary",-329,"yes","no","august",2018-08-01,171,52.94,1,"mortgage",1,1,1,9764,6
"837",10024303,"18-30",30,"services","single","secondary",-174,"yes","no","september",2018-09-01,113,58.46,1,"mortgage",1,1,1,2457,6
"838",10024304,"41-60",45,"entrepreneur","married","secondary",68,"yes","yes","october",2018-10-01,254,43.75,1,"mortgage",1,1,1,3678,6
"839",10024305,"31-40",35,"blue-collar","single","unknown",-532,"yes","no","november",2018-11-01,149,52.68,1,"mortgage",1,1,1,9765,6
"840",10024306,"31-40",36,"admin.","divorced","secondary",0,"yes","no","december",2018-12-01,133,49.14,1,"mortgage",1,1,1,6895,6
"841",10024307,"41-60",49,"blue-collar","married","secondary",64,"yes","yes","january",2018-01-01,293,86.87,1,"mortgage",1,1,1,7632,6
"842",10024308,"31-40",31,"blue-collar","single","secondary",1415,"yes","no","february",2018-02-01,485,131.66,1,"mortgage",1,1,1,9753,6
"843",10024309,"31-40",31,"technician","single","secondary",147,"yes","no","march",2018-03-01,374,29.7,1,"mortgage",1,1,1,2257,6
"844",10024310,"31-40",39,"blue-collar","married","secondary",72,"yes","no","april",2018-04-01,425,52.68,1,"mortgage",1,1,1,12353,6
"845",10024311,"31-40",37,"services","single","secondary",-196,"yes","no","may",2018-05-01,207,58.46,1,"mortgage",1,1,1,6895,6
"846",10024312,"31-40",33,"blue-collar","married","primary",716,"yes","no","june",2018-06-01,83,52.68,1,"mortgage",1,1,1,7632,3
"847",10024313,"31-40",37,"management","married","tertiary",0,"yes","yes","july",2018-07-01,228,59.545,1,"mortgage",1,1,1,9753,3
"848",10024314,"41-60",42,"services","married","secondary",-246,"yes","yes","august",2018-08-01,149,58.46,1,"mortgage",1,1,1,2257,3
"849",10024315,"41-60",56,"blue-collar","married","secondary",-203,"yes","yes","september",2018-09-01,139,52.68,1,"mortgage",1,1,1,12353,3
"850",10024316,"31-40",37,"admin.","single","secondary",245,"yes","no","october",2018-10-01,732,83.56,1,"mortgage",1,1,1,2356,3
"851",10024317,"31-40",36,"services","single","secondary",342,"yes","no","november",2018-11-01,142,9.25,1,"mortgage",1,1,1,7654,3
"852",10024318,"18-30",29,"technician","single","tertiary",3,"yes","no","december",2018-12-01,359,52.94,1,"mortgage",1,1,1,7854,3
"853",10024319,"41-60",54,"management","married","tertiary",-248,"yes","yes","january",2018-01-01,112,59.545,1,"mortgage",1,1,1,6895,3
"854",10024320,"31-40",38,"blue-collar","married","secondary",376,"yes","no","february",2018-02-01,1521,107.67,1,"mortgage",1,1,1,7632,3
"855",10024321,"41-60",43,"blue-collar","divorced","secondary",370,"yes","no","march",2018-03-01,216,135.33,1,"unsecured ",1,1,1,9753,3
"856",10024322,"41-60",47,"admin.","single","secondary",594,"yes","no","april",2018-04-01,161,138.41,1,"unsecured ",1,1,1,2257,3
"857",10024323,"41-60",47,"blue-collar","married","secondary",387,"yes","yes","may",2018-05-01,122,81.9,1,"unsecured ",1,1,1,12353,10
"858",10024324,"31-40",38,"services","married","secondary",208,"yes","no","june",2018-06-01,800,98.79,1,"unsecured ",1,1,1,2356,10
"859",10024325,"31-40",40,"blue-collar","married","secondary",563,"yes","no","july",2018-07-01,615,135.61,1,"unsecured ",1,1,1,7654,10
"860",10024326,"31-40",33,"services","divorced","secondary",392,"yes","no","august",2018-08-01,254,73.42,1,"unsecured ",1,1,1,7854,10
"861",10024327,"31-40",33,"retired","married","secondary",165,"no","no","september",2018-09-01,111,56.96,1,"unsecured ",1,1,1,8954,10
"862",10024328,"41-60",53,"admin.","divorced","unknown",236,"yes","no","october",2018-10-01,354,31.98,1,"unsecured ",1,1,1,3678,10
"863",10024329,"31-40",37,"services","married","primary",52,"yes","no","november",2018-11-01,359,74.04,1,"unsecured ",1,1,1,4853,10
"864",10024330,"31-40",40,"management","single","tertiary",1265,"yes","no","december",2018-12-01,97,270.28,1,"unsecured ",1,1,1,8675,10
"865",10024331,"31-40",37,"blue-collar","married","primary",693,"yes","no","january",2018-01-01,327,82.55,1,"unsecured ",1,1,1,9764,10
"866",10024332,"31-40",35,"technician","married","secondary",118,"yes","no","february",2018-02-01,236,189.68,1,"unsecured ",1,1,1,2457,10
"867",10024333,"41-60",49,"blue-collar","married","primary",3659,"yes","yes","march",2018-03-01,160,85.55,1,"unsecured ",1,1,1,3678,10
"868",10024334,"18-30",26,"blue-collar","single","secondary",24,"yes","no","april",2018-04-01,180,36.69,1,"auto ",1,1,1,9765,10
"869",10024335,"31-40",38,"management","single","tertiary",673,"yes","no","may",2018-05-01,184,123.74,1,"auto ",1,1,1,7543,10
"870",10024336,"41-60",52,"self-employed","married","secondary",273,"no","yes","june",2018-06-01,227,86.25,1,"auto ",1,1,1,6895,10
"871",10024337,"31-40",33,"services","divorced","secondary",327,"yes","no","july",2018-07-01,109,90.26,1,"auto ",1,1,1,7632,10
"872",10024338,"31-40",31,"admin.","single","secondary",299,"yes","no","august",2018-08-01,492,49.14,1,"auto ",1,1,1,9753,10
"873",10024339,"31-40",32,"blue-collar","married","secondary",0,"yes","no","september",2018-09-01,298,52.68,1,"auto ",1,1,1,6895,10
"874",10024340,"31-40",35,"blue-collar","single","primary",109,"yes","no","october",2018-10-01,83,70.81,1,"auto ",1,1,1,7632,10
"875",10024341,"41-60",55,"management","divorced","tertiary",552,"no","yes","november",2018-11-01,241,147.51,1,"auto ",1,1,1,9753,10
"876",10024342,"31-40",32,"blue-collar","divorced","primary",473,"yes","no","december",2018-12-01,204,127.74,1,"auto ",1,1,1,2362,10
"877",10024343,"31-40",37,"unknown","single","unknown",414,"yes","no","january",2018-01-01,131,72.89,1,"auto ",1,1,1,2353,10
"878",10024344,"41-60",45,"blue-collar","married","secondary",154,"yes","yes","february",2018-02-01,1138,66.44,1,"auto ",1,1,1,3421,10
"879",10024345,"31-40",31,"technician","married","secondary",344,"yes","no","march",2018-03-01,123,15.14,1,"auto ",1,1,1,2342,10
"880",10024346,"31-40",38,"admin.","married","secondary",8,"yes","no","april",2018-04-01,125,7.21,1,"auto ",1,1,1,2558,10
"881",10024347,"31-40",37,"services","married","secondary",78,"yes","no","may",2018-05-01,295,41.58,1,"auto ",1,1,1,2298,10
"882",10024348,"31-40",38,"blue-collar","married","secondary",266,"yes","no","june",2018-06-01,287,46.61,1,"auto ",1,1,1,3237,10
"883",10024349,"31-40",33,"housemaid","married","tertiary",98,"yes","yes","july",2018-07-01,109,26.04,1,"auto ",1,1,1,2558,10
"884",10024350,"31-40",38,"blue-collar","married","primary",83,"yes","no","august",2018-08-01,140,17.64,1,"auto ",1,1,1,2298,10
"885",10024351,"31-40",37,"management","single","tertiary",45,"yes","no","september",2018-09-01,204,5.48,1,"auto ",1,1,1,3397,10
"886",10024352,"18-30",29,"unemployed","married","tertiary",8,"yes","yes","october",2018-10-01,233,13.24,1,"mortgage",1,1,1,2106,10
"887",10024353,"41-60",42,"management","married","tertiary",263,"yes","yes","november",2018-11-01,254,81.89,1,"mortgage",1,1,1,4853,10
"888",10024354,"31-40",40,"blue-collar","married","secondary",306,"yes","no","december",2018-12-01,184,77.08,1,"mortgage",1,1,1,8675,10
"889",10024355,"31-40",32,"management","married","tertiary",233,"yes","yes","january",2018-01-01,193,93.16,1,"mortgage",1,1,1,9764,10
"890",10024356,"41-60",47,"management","divorced","tertiary",447,"no","yes","february",2018-02-01,126,180.23,1,"mortgage",1,1,1,2457,10
"891",10024357,"18-30",29,"student","single","secondary",872,"yes","no","march",2018-03-01,230,39.79,1,"mortgage",1,1,1,3678,10
"892",10024358,"41-60",53,"services","divorced","primary",-291,"yes","no","april",2018-04-01,591,58.46,1,"mortgage",1,1,1,9765,10
"893",10024359,"31-40",31,"services","married","tertiary",309,"yes","yes","may",2018-05-01,294,72.12,1,"mortgage",1,1,1,7543,10
"894",10024360,"41-60",59,"blue-collar","married","secondary",202,"yes","yes","june",2018-06-01,173,30.7,1,"mortgage",1,1,1,6689,10
"895",10024361,"18-30",29,"entrepreneur","married","primary",56,"yes","no","july",2018-07-01,336,32.69,1,"mortgage",1,1,1,4376,10
"896",10024362,"41-60",59,"blue-collar","married","primary",229,"yes","yes","august",2018-08-01,19,52.24,1,"mortgage",1,1,1,6895,10
"897",10024363,"41-60",44,"blue-collar","married","primary",143,"yes","yes","september",2018-09-01,153,34.52,1,"mortgage",1,1,1,7632,10
"898",10024364,"31-40",38,"admin.","single","secondary",100,"yes","no","october",2018-10-01,786,52.12,1,"mortgage",1,1,1,9753,10
"899",10024365,"41-60",49,"admin.","married","secondary",326,"yes","yes","november",2018-11-01,99,67.36,1,"mortgage",1,1,1,2257,10
"900",10024366,"41-60",43,"blue-collar","married","secondary",167,"yes","yes","december",2018-12-01,243,87.09,1,"mortgage",1,1,1,6895,10
"901",10024367,"41-60",52,"admin.","single","secondary",545,"yes","no","january",2018-01-01,260,308.83,1,"unsecured ",1,1,1,6895,10
"902",10024368,"31-40",40,"admin.","married","secondary",2100,"yes","no","february",2018-02-01,164,49.14,1,"unsecured ",1,1,1,7632,10
"903",10024369,"31-40",32,"services","married","secondary",0,"yes","no","march",2018-03-01,255,58.46,1,"unsecured ",1,1,1,6895,9
"904",10024370,"41-60",47,"admin.","married","primary",192,"yes","yes","april",2018-04-01,47,84.1,1,"unsecured ",1,1,1,7632,9
"905",10024371,"31-40",33,"management","married","tertiary",442,"yes","yes","may",2018-05-01,463,99.17,1,"unsecured ",1,1,1,9753,9
"906",10024372,"31-40",35,"management","married","tertiary",267,"yes","yes","june",2018-06-01,192,59.545,1,"unsecured ",1,1,1,8675,9
"907",10024373,"18-30",27,"services","single","secondary",0,"yes","no","july",2018-07-01,388,58.46,1,"unsecured ",1,1,1,9764,9
"908",10024374,"41-60",50,"blue-collar","married","primary",377,"yes","yes","august",2018-08-01,221,388.683437366575,1,"unsecured ",1,1,1,2457,9
"909",10024375,"41-60",44,"retired","married","secondary",7624,"no","yes","september",2018-09-01,126,204.77,1,"unsecured ",1,1,1,3678,9
"910",10024376,"41-60",43,"self-employed","married","primary",66,"yes","yes","october",2018-10-01,175,14.27,1,"unsecured ",1,1,1,9765,9
"911",10024377,"41-60",51,"blue-collar","married","unknown",37,"yes","yes","november",2018-11-01,256,14.05,1,"unsecured ",1,1,1,6895,9
"912",10024378,"31-40",32,"admin.","single","secondary",64,"yes","no","december",2018-12-01,202,13.47,1,"business",1,1,1,7632,9
"913",10024379,"41-60",47,"management","divorced","tertiary",34,"yes","yes","january",2018-01-01,104,42.15,1,"mortgage",1,1,1,9753,9
"914",10024380,"31-40",34,"admin.","divorced","secondary",627,"yes","no","february",2018-02-01,283,230.06,1,"mortgage",1,1,1,2257,9
"915",10024381,"41-60",57,"self-employed","married","primary",1013,"yes","yes","march",2018-03-01,448,108.71,1,"mortgage",1,1,1,12353,9
"916",10024382,"41-60",43,"admin.","single","secondary",140,"yes","no","april",2018-04-01,127,320.83,1,"mortgage",1,1,1,6895,9
"917",10024383,"31-40",40,"services","single","tertiary",8823,"yes","no","may",2018-05-01,378,267.06,1,"mortgage",1,1,1,7632,9
"918",10024384,"18-30",28,"blue-collar","single","secondary",97,"yes","no","june",2018-06-01,67,6.36,1,"mortgage",1,1,1,9753,9
"919",10024385,"31-40",38,"blue-collar","married","unknown",5,"yes","no","july",2018-07-01,221,5.55,1,"mortgage",1,1,1,2257,9
"920",10024386,"31-40",37,"unemployed","divorced","secondary",74,"yes","no","august",2018-08-01,150,388.683437366575,1,"mortgage",0,-1,0,12353,7
"921",10024387,"41-60",44,"admin.","married","secondary",58544,"yes","yes","september",2018-09-01,144,388.683437366575,1,"auto ",0,-1,0,2356,7
"922",10024388,"41-60",41,"technician","married","secondary",169,"yes","yes","october",2018-10-01,296,79.08,1,"auto ",0,-1,0,7654,7
"923",10024389,"31-40",37,"self-employed","married","tertiary",444,"yes","yes","november",2018-11-01,401,141.61,1,"auto ",0,-1,0,7854,7
"924",10024390,"18-30",30,"services","single","tertiary",542,"yes","no","december",2018-12-01,435,58.46,1,"auto ",0,-1,0,6895,7
"925",10024391,"31-40",32,"blue-collar","married","secondary",-205,"yes","no","january",2018-01-01,388,52.68,1,"auto ",0,-1,0,7632,7
"926",10024392,"18-30",30,"management","single","tertiary",112,"yes","no","february",2018-02-01,245,19.08,1,"auto ",0,-1,0,9753,7
"927",10024393,"31-40",35,"services","married","secondary",39,"no","no","march",2018-03-01,143,64.2,1,"auto ",0,-1,0,2257,7
"928",10024394,"41-60",55,"blue-collar","married","secondary",1268,"yes","yes","april",2018-04-01,223,52.68,1,"auto ",0,-1,0,12353,7
"929",10024395,"41-60",52,"blue-collar","married","secondary",-98,"yes","yes","may",2018-05-01,423,52.68,1,"business",1,-1,0,2356,7
"930",10024396,"31-40",33,"admin.","married","secondary",44,"yes","no","june",2018-06-01,231,49.14,1,"auto ",1,-1,0,7654,7
"931",10024397,"41-60",55,"retired","married","primary",-90,"yes","yes","july",2018-07-01,634,57.32,1,"auto ",1,-1,0,7854,7
"932",10024398,"31-40",33,"blue-collar","married","secondary",0,"no","no","august",2018-08-01,107,52.68,1,"auto ",1,-1,0,8954,7
"933",10024399,"31-40",40,"blue-collar","married","secondary",-94,"yes","no","september",2018-09-01,227,52.68,0,"no product",0,0,0,3678,7
"934",10024400,"31-40",39,"blue-collar","married","secondary",-345,"yes","no","october",2018-10-01,69,52.68,0,"no product",0,0,0,4853,7
"935",10024401,"41-60",54,"blue-collar","married","secondary",-932,"yes","yes","november",2018-11-01,799,52.68,0,"no product",0,0,0,8675,7
"936",10024402,"31-40",39,"blue-collar","married","primary",20,"yes","no","december",2018-12-01,109,12.25,0,"no product",0,0,0,9764,7
"937",10024403,"41-60",49,"blue-collar","married","secondary",90,"yes","yes","january",2018-01-01,127,15.25,0,"no product",0,0,0,2457,7
"938",10024404,"41-60",52,"admin.","married","secondary",31,"yes","yes","february",2018-02-01,120,18.61,0,"no product",0,0,0,3678,7
"939",10024405,"18-30",27,"management","single","tertiary",134,"yes","no","march",2018-03-01,68,59.545,0,"no product",0,0,0,9765,7
"940",10024406,"18-30",26,"services","married","secondary",0,"yes","no","april",2018-04-01,180,58.46,0,"no product",0,0,0,7543,7
"941",10024407,"31-40",40,"blue-collar","married","secondary",61,"yes","no","may",2018-05-01,112,52.68,0,"no product",0,0,0,6895,7
"942",10024408,"41-60",47,"blue-collar","married","secondary",-5,"yes","yes","june",2018-06-01,444,52.68,0,"no product",0,0,0,7632,7
"943",10024409,"31-40",31,"services","single","secondary",-45,"no","no","july",2018-07-01,246,58.46,0,"no product",0,0,0,9753,7
"944",10024410,"41-60",53,"blue-collar","single","secondary",156,"yes","no","august",2018-08-01,259,85.63,0,"no product",0,0,0,6895,7
"945",10024411,"31-40",31,"services","married","secondary",564,"yes","no","september",2018-09-01,223,58.46,1,"business",0,-1,0,7632,7
"946",10024412,"31-40",33,"admin.","married","secondary",-6,"yes","no","october",2018-10-01,566,49.14,1,"business",0,-1,0,9753,7
"947",10024413,"31-40",35,"services","married","secondary",528,"no","no","november",2018-11-01,274,255.27,1,"business",0,-1,0,2298,7
"948",10024414,"41-60",46,"entrepreneur","married","unknown",1481,"yes","yes","december",2018-12-01,49,388.683437366575,1,"unsecured ",0,-1,0,3397,7
"949",10024415,"31-40",31,"management","married","secondary",2019,"no","no","january",2018-01-01,380,388.683437366575,1,"unsecured ",0,-1,0,2143,7
"950",10024416,"31-40",35,"technician","single","secondary",1855,"yes","no","february",2018-02-01,138,150.74,1,"unsecured ",0,-1,0,2298,7
"951",10024417,"18-30",29,"management","married","secondary",147,"yes","no","march",2018-03-01,376,51.91,0,"no product",0,0,0,2106,7
"952",10024418,"41-60",51,"technician","married","secondary",220,"yes","yes","april",2018-04-01,421,60.25,0,"no product",0,0,0,3397,7
"953",10024419,"31-40",33,"blue-collar","married","primary",198,"yes","no","may",2018-05-01,121,43.56,0,"no product",0,0,0,6530,7
"954",10024420,"31-40",37,"management","married","tertiary",115,"no","yes","june",2018-06-01,36,28.87,0,"no product",0,0,0,6530,7
"955",10024421,"41-60",43,"admin.","single","unknown",87,"yes","no","july",2018-07-01,328,68.33,0,"no product",0,0,0,6530,7
"956",10024422,"41-60",42,"technician","married","tertiary",644,"yes","yes","august",2018-08-01,19,109.89,0,"no product",0,0,0,6530,7
"957",10024423,"18-30",28,"blue-collar","married","secondary",225,"yes","no","september",2018-09-01,866,97.02,0,"no product",0,0,0,6530,7
"958",10024424,"41-60",57,"retired","married","secondary",502,"yes","yes","october",2018-10-01,229,57.32,0,"no product",0,0,0,6530,7
"959",10024425,"31-40",38,"services","married","secondary",-32,"yes","no","november",2018-11-01,154,58.46,0,"no product",0,0,0,6530,7
"960",10024426,"31-40",39,"blue-collar","married","primary",106,"yes","no","december",2018-12-01,56,51.56,0,"no product",0,0,0,6530,7
"961",10024427,"31-40",36,"technician","married","tertiary",301,"yes","yes","january",2018-01-01,1581,150.75,1,"auto ",1,-1,0,6530,7
"962",10024428,"41-60",57,"retired","married","tertiary",906,"yes","yes","february",2018-02-01,117,118.82,1,"auto ",1,-1,0,2586,7
"963",10024429,"41-60",44,"management","married","unknown",187,"yes","yes","march",2018-03-01,185,115.23,1,"auto ",1,-1,0,6530,7
"964",10024430,"41-60",48,"services","divorced","secondary",852,"yes","no","april",2018-04-01,202,100.76,1,"mortgage",1,-1,0,2476,7
"965",10024431,"41-60",46,"blue-collar","married","primary",143,"yes","yes","may",2018-05-01,279,29.09,1,"mortgage",1,-1,0,4384,7
"966",10024432,"41-60",43,"admin.","married","secondary",71,"no","yes","june",2018-06-01,180,94.08,1,"mortgage",1,-1,0,4080,7
"967",10024433,"41-60",49,"services","married","secondary",1496,"yes","yes","july",2018-07-01,218,296.04,1,"mortgage",1,-1,0,2127,7
"968",10024434,"18-30",29,"services","single","secondary",703,"yes","no","august",2018-08-01,129,207.08,1,"mortgage",1,-1,0,5699,7
"969",10024435,"41-60",53,"blue-collar","married","secondary",732,"yes","yes","september",2018-09-01,530,35.79,1,"mortgage",1,-1,0,3237,7
"970",10024436,"18-30",30,"services","single","secondary",21,"yes","no","october",2018-10-01,104,21.98,1,"auto ",1,-1,0,2558,7
"971",10024437,"41-60",41,"management","divorced","secondary",276,"yes","no","november",2018-11-01,60,59.545,1,"auto ",1,-1,0,2298,7
"972",10024438,"31-40",33,"technician","married","secondary",0,"yes","no","december",2018-12-01,432,52.94,1,"auto ",1,-1,0,3397,7
"973",10024439,"41-60",47,"blue-collar","married","primary",550,"yes","yes","january",2018-01-01,113,110.83,1,"auto ",1,-1,0,2106,7
"974",10024440,"41-60",58,"retired","married","secondary",268,"yes","yes","february",2018-02-01,516,57.32,1,"auto ",1,-1,0,2586,7
"975",10024441,"31-40",31,"unemployed","married","secondary",-825,"yes","no","march",2018-03-01,179,25.25,1,"auto ",1,-1,0,6530,7
"976",10024442,"31-40",38,"admin.","single","secondary",137,"yes","no","april",2018-04-01,125,21.9,1,"auto ",1,-1,0,2476,7
"977",10024443,"41-60",60,"retired","married","secondary",42,"yes","yes","may",2018-05-01,386,13.75,1,"auto ",1,-1,0,4384,7
"978",10024444,"31-40",33,"management","single","tertiary",54,"no","no","june",2018-06-01,262,87.87,1,"unsecured ",1,-1,0,4080,7
"979",10024445,"31-40",33,"unemployed","single","tertiary",1716,"yes","no","july",2018-07-01,396,196.49,1,"unsecured ",1,-1,0,2127,7
"980",10024446,"41-60",52,"admin.","married","primary",270,"yes","yes","august",2018-08-01,294,134.42,1,"unsecured ",1,-1,0,5699,7
"981",10024447,"41-60",42,"blue-collar","married","primary",803,"yes","yes","september",2018-09-01,171,82.62,0,"no product",0,0,0,3237,7
"982",10024448,"18-30",30,"technician","single","secondary",102,"yes","no","october",2018-10-01,614,39.97,0,"no product",0,0,0,2558,7
"983",10024449,"31-40",33,"entrepreneur","divorced","tertiary",188,"yes","no","november",2018-11-01,118,56.95,0,"no product",0,0,0,2298,7
"984",10024450,"41-60",46,"admin.","divorced","secondary",207,"yes","no","december",2018-12-01,485,159.02,0,"no product",0,0,0,3397,7
"985",10024451,"41-60",51,"blue-collar","married","primary",1466,"yes","yes","january",2018-01-01,406,206.78,0,"no product",0,0,0,2106,7
"986",10024452,"31-40",40,"unemployed","single","secondary",350,"yes","no","february",2018-02-01,287,68.1,0,"no product",0,0,0,6530,7
"987",10024453,"41-60",50,"admin.","married","secondary",159,"yes","yes","march",2018-03-01,216,45.61,0,"no product",0,0,0,6530,7
"988",10024454,"41-60",42,"entrepreneur","married","tertiary",157,"yes","yes","april",2018-04-01,650,43.75,0,"no product",0,0,0,6530,7
"989",10024455,"31-40",38,"technician","married","secondary",0,"no","no","may",2018-05-01,55,52.94,0,"no product",0,0,0,6530,7
"990",10024456,"31-40",36,"admin.","single","primary",91,"yes","no","june",2018-06-01,371,80.24,0,"no product",0,0,0,6530,7
"991",10024457,"31-40",37,"unemployed","divorced","primary",849,"yes","no","july",2018-07-01,166,175.63,0,"no product",0,0,0,6530,7
"992",10024458,"31-40",33,"management","married","tertiary",436,"yes","yes","august",2018-08-01,48,59.545,0,"no product",0,0,0,6530,7
"993",10024459,"31-40",38,"blue-collar","single","secondary",-1,"yes","no","september",2018-09-01,72,52.68,0,"no product",0,0,0,6530,7
"994",10024460,"41-60",52,"blue-collar","married","tertiary",297,"yes","yes","october",2018-10-01,55,88.02,1,"unsecured ",1,-1,0,3237,7
"995",10024461,"18-30",29,"blue-collar","married","secondary",313,"yes","no","november",2018-11-01,144,89.92,1,"unsecured ",1,-1,0,2558,7
"996",10024462,"31-40",37,"blue-collar","married","primary",310,"yes","no","december",2018-12-01,474,110.77,1,"mortgage",1,-1,0,2298,7
"997",10024463,"31-40",34,"admin.","married","secondary",475,"yes","no","january",2018-01-01,559,49.14,1,"mortgage",1,-1,0,2877,7
"998",10024464,"41-60",43,"blue-collar","married","primary",61,"yes","yes","february",2018-02-01,261,83.66,1,"mortgage",1,-1,0,2226,7
"999",10024465,"41-60",49,"services","married","secondary",1377,"yes","yes","march",2018-03-01,1101,80.16,1,"mortgage",1,-1,0,2880,7
"1000",10024466,"31-40",33,"technician","single","secondary",56,"no","no","april",2018-04-01,236,52.94,1,"mortgage",1,1,1,2434,9
"1001",10024467,"41-60",47,"admin.","married","unknown",0,"yes","yes","may",2018-05-01,164,49.14,1,"mortgage",1,1,1,4246,9
"1002",10024468,"41-60",50,"technician","married","secondary",73,"no","yes","june",2018-06-01,93,63.36,1,"auto ",1,1,1,5699,9
"1003",10024469,"18-30",30,"blue-collar","single","primary",660,"yes","no","july",2018-07-01,912,52.68,1,"unsecured ",1,1,1,5699,9
"1004",10024470,"41-60",44,"services","married","primary",-79,"yes","yes","august",2018-08-01,179,58.46,0,"no product",0,0,0,3237,7
"1005",10024471,"41-60",44,"blue-collar","divorced","secondary",558,"yes","no","september",2018-09-01,485,126.11,0,"no product",0,0,0,2558,7
"1006",10024472,"18-30",30,"services","single","secondary",342,"yes","no","october",2018-10-01,206,58.46,0,"no product",0,0,0,2298,7
"1007",10024473,"31-40",40,"blue-collar","married","unknown",-4,"yes","no","november",2018-11-01,311,52.68,0,"no product",0,0,0,6530,7
"1008",10024474,"41-60",41,"blue-collar","married","unknown",225,"yes","yes","december",2018-12-01,690,70.75,0,"no product",0,0,0,6530,7
"1009",10024475,"31-40",34,"blue-collar","married","primary",267,"yes","no","january",2018-01-01,362,31.99,0,"no product",0,0,0,6530,7
"1010",10024476,"41-60",53,"services","married","primary",46,"yes","yes","february",2018-02-01,274,48.91,0,"no product",0,0,0,6530,7
"1011",10024477,"31-40",35,"blue-collar","married","primary",624,"yes","no","march",2018-03-01,163,239.92,0,"no product",0,0,0,6530,7
"1012",10024478,"31-40",34,"technician","divorced","secondary",1107,"yes","no","april",2018-04-01,345,229.91,0,"no product",0,0,0,6530,7
"1013",10024479,"31-40",39,"admin.","single","secondary",573,"yes","no","may",2018-05-01,329,139.24,0,"no product",0,0,0,6530,7
"1014",10024480,"31-40",39,"management","single","tertiary",406,"yes","no","june",2018-06-01,68,86.27,0,"no product",0,0,0,6530,7
"1015",10024481,"41-60",52,"services","divorced","secondary",220,"yes","no","july",2018-07-01,143,205.7,0,"no product",0,0,0,6530,7
"1016",10024482,"31-40",34,"blue-collar","married","secondary",2308,"yes","no","august",2018-08-01,1062,163.51,0,"no product",0,0,0,6530,7
"1017",10024483,"31-40",37,"blue-collar","divorced","primary",139,"yes","no","september",2018-09-01,71,65.2,0,"no product",0,0,0,6530,7
"1018",10024484,"31-40",39,"admin.","married","secondary",367,"yes","no","october",2018-10-01,106,92.21,0,"no product",0,0,0,6530,7
"1019",10024485,"41-60",52,"entrepreneur","divorced","primary",278,"yes","no","november",2018-11-01,688,72.84,0,"no product",0,0,0,6530,7
"1020",10024486,"31-40",35,"blue-collar","married","primary",229,"yes","no","december",2018-12-01,103,181.28,0,"no product",0,0,0,6530,7
"1021",10024487,"31-40",36,"entrepreneur","married","tertiary",1722,"yes","yes","january",2018-01-01,349,43.75,1,"business",1,1,1,3251,9
"1022",10024488,"41-60",48,"technician","married","secondary",-500,"yes","yes","february",2018-02-01,78,52.94,1,"business",1,1,1,4324,9
"1023",10024489,"31-40",31,"admin.","divorced","secondary",308,"yes","no","march",2018-03-01,194,162.28,1,"business",1,1,1,3214,9
"1024",10024490,"41-60",43,"technician","divorced","tertiary",1026,"yes","yes","april",2018-04-01,224,216.46,1,"business",1,1,1,2362,9
"1025",10024491,"41-60",43,"blue-collar","single","primary",548,"yes","no","may",2018-05-01,98,127.5,1,"business",1,1,1,2353,9
"1026",10024492,"31-40",39,"blue-collar","married","secondary",356,"yes","no","june",2018-06-01,607,69.75,1,"business",1,1,1,3421,9
"1027",10024493,"31-40",40,"technician","married","primary",164,"yes","no","july",2018-07-01,398,53.7,1,"business",1,1,1,2353,9
"1028",10024494,"41-60",58,"management","married","tertiary",211,"no","yes","august",2018-08-01,103,18.28,1,"business",1,1,1,3421,9
"1029",10024495,"31-40",31,"blue-collar","married","primary",19,"yes","no","september",2018-09-01,241,13.08,1,"mortgage",1,1,1,3473,9
